source,campaign,influencer_id,user_id,product,date,orders,revenue
Instagram,Campaign_1,100,user_961,Omega-3,07-03-2025,1,390.4
Instagram,Campaign_20,42,user_3860,Multivitamin,31-01-2025,4,163.43
Instagram,Campaign_4,25,user_4434,Kids Shake,10-06-2025,1,442.51
Instagram,Campaign_11,47,user_2230,Protein Powder,13-04-2025,3,74.16
YouTube,Campaign_15,4,user_3490,Multivitamin,23-01-2025,4,384.06
YouTube,Campaign_8,12,user_4284,Protein Powder,27-06-2025,5,480.67
YouTube,Campaign_12,51,user_1977,Kids Shake,21-01-2025,4,222.4
Twitter,Campaign_4,36,user_2296,Omega-3,16-05-2025,5,177.84
YouTube,Campaign_9,61,user_2922,Protein Powder,16-07-2025,1,362.29
Twitter,Campaign_16,1,user_1989,Kids Shake,24-05-2025,5,228.21
YouTube,Campaign_9,83,user_852,Kids Shake,26-02-2025,5,421.96
Twitter,Campaign_13,14,user_4970,Kids Shake,09-07-2025,5,71.74
YouTube,Campaign_4,69,user_4716,Protein Powder,19-06-2025,2,193.14
Twitter,Campaign_20,36,user_3456,Kids Shake,09-07-2025,3,330.6
Instagram,Campaign_15,47,user_3775,Protein Powder,08-04-2025,4,341.15
Instagram,Campaign_1,15,user_1770,Multivitamin,13-07-2025,3,67.43
Instagram,Campaign_14,13,user_233,Kids Shake,16-05-2025,3,412.82
Instagram,Campaign_12,34,user_2887,Multivitamin,10-05-2025,4,396.18
Instagram,Campaign_11,59,user_3754,Omega-3,08-06-2025,2,288.07
Instagram,Campaign_18,28,user_2637,Kids Shake,21-04-2025,2,425.47
Twitter,Campaign_3,80,user_2735,Omega-3,12-02-2025,5,375.13
YouTube,Campaign_8,83,user_2594,Omega-3,24-06-2025,1,326.94
YouTube,Campaign_11,20,user_4074,Multivitamin,13-04-2025,2,147.05
Twitter,Campaign_16,8,user_2873,Omega-3,29-03-2025,3,382.29
Twitter,Campaign_6,98,user_2645,Protein Powder,21-06-2025,2,299.29
Twitter,Campaign_17,63,user_4592,Omega-3,26-02-2025,5,105.4
Instagram,Campaign_20,66,user_623,Multivitamin,26-06-2025,1,361.6
Twitter,Campaign_13,64,user_2158,Multivitamin,23-04-2025,5,189.82
YouTube,Campaign_5,52,user_3156,Protein Powder,05-05-2025,5,293.65
YouTube,Campaign_3,39,user_2653,Multivitamin,28-03-2025,1,138.03
YouTube,Campaign_5,93,user_2243,Protein Powder,15-03-2025,2,419.96
YouTube,Campaign_8,74,user_2010,Multivitamin,29-03-2025,2,89.78
Instagram,Campaign_10,87,user_1997,Protein Powder,13-02-2025,4,422.21
YouTube,Campaign_14,73,user_4558,Multivitamin,05-04-2025,2,426.99
Twitter,Campaign_19,56,user_3274,Kids Shake,14-05-2025,3,405.64
Instagram,Campaign_9,40,user_3534,Omega-3,17-04-2025,2,173.67
YouTube,Campaign_12,52,user_632,Multivitamin,28-04-2025,2,401.87
Instagram,Campaign_19,65,user_1055,Protein Powder,12-03-2025,4,276.97
Twitter,Campaign_4,7,user_4949,Multivitamin,21-04-2025,5,414.12
Instagram,Campaign_8,42,user_3812,Omega-3,22-02-2025,1,240.91
Instagram,Campaign_15,82,user_4073,Kids Shake,03-07-2025,2,30.62
Twitter,Campaign_15,7,user_4580,Protein Powder,22-04-2025,4,436.44
Twitter,Campaign_5,80,user_523,Omega-3,03-07-2025,3,293.48
YouTube,Campaign_1,44,user_4897,Kids Shake,31-03-2025,2,493.38
Instagram,Campaign_7,92,user_3704,Omega-3,04-03-2025,3,178.66
Instagram,Campaign_19,92,user_4162,Kids Shake,13-06-2025,5,490.49
YouTube,Campaign_19,44,user_2577,Protein Powder,13-02-2025,1,361.81
YouTube,Campaign_12,4,user_4813,Protein Powder,01-07-2025,5,50.54
Instagram,Campaign_14,88,user_1321,Multivitamin,17-05-2025,5,391.39
Twitter,Campaign_6,36,user_1485,Protein Powder,03-02-2025,4,369.76
Twitter,Campaign_11,77,user_730,Protein Powder,07-04-2025,5,356.45
Twitter,Campaign_13,36,user_3339,Kids Shake,22-01-2025,4,86.48
Twitter,Campaign_11,45,user_1500,Protein Powder,01-05-2025,3,105.16
Twitter,Campaign_14,14,user_2065,Kids Shake,26-06-2025,2,145.04
YouTube,Campaign_7,52,user_1857,Omega-3,04-02-2025,1,183.07
Instagram,Campaign_4,88,user_4292,Omega-3,14-07-2025,5,49.23
Twitter,Campaign_18,68,user_485,Omega-3,25-06-2025,2,20.83
Instagram,Campaign_17,26,user_104,Protein Powder,27-04-2025,4,167.01
Twitter,Campaign_19,70,user_4616,Omega-3,02-07-2025,2,110.47
Twitter,Campaign_20,56,user_4082,Multivitamin,04-03-2025,2,488.37
Twitter,Campaign_4,2,user_1268,Omega-3,23-02-2025,2,447.89
Instagram,Campaign_6,28,user_4157,Multivitamin,28-03-2025,1,318.6
Twitter,Campaign_18,45,user_986,Omega-3,06-05-2025,1,187.55
Twitter,Campaign_6,14,user_4835,Multivitamin,24-06-2025,4,112.72
Instagram,Campaign_5,10,user_2764,Kids Shake,01-02-2025,5,419.25
Twitter,Campaign_15,48,user_954,Protein Powder,24-04-2025,2,195.53
Instagram,Campaign_8,28,user_4021,Multivitamin,07-04-2025,1,191.99
Instagram,Campaign_16,60,user_4843,Protein Powder,08-03-2025,1,338.49
YouTube,Campaign_11,46,user_4320,Kids Shake,02-03-2025,2,155.63
YouTube,Campaign_5,12,user_3670,Multivitamin,06-05-2025,4,214.03
Twitter,Campaign_13,37,user_675,Kids Shake,13-07-2025,4,70.07
Twitter,Campaign_18,1,user_3966,Kids Shake,02-05-2025,4,496.3
Twitter,Campaign_10,23,user_452,Protein Powder,01-06-2025,1,167.42
Instagram,Campaign_19,49,user_4680,Multivitamin,05-02-2025,3,374.84
YouTube,Campaign_18,81,user_230,Protein Powder,03-05-2025,4,110.35
YouTube,Campaign_18,24,user_430,Kids Shake,11-03-2025,5,427.63
Twitter,Campaign_17,18,user_3038,Protein Powder,26-05-2025,1,239.47
Twitter,Campaign_6,80,user_1816,Omega-3,01-07-2025,2,257.73
Instagram,Campaign_19,15,user_128,Protein Powder,13-04-2025,2,452.15
Instagram,Campaign_4,82,user_2380,Protein Powder,19-05-2025,3,492.51
Twitter,Campaign_13,68,user_1871,Omega-3,08-04-2025,1,94.85
Instagram,Campaign_20,96,user_2017,Omega-3,02-04-2025,5,360.88
Twitter,Campaign_10,45,user_1679,Omega-3,06-04-2025,1,219.63
Twitter,Campaign_14,63,user_3090,Omega-3,01-06-2025,4,141.64
YouTube,Campaign_1,24,user_3240,Protein Powder,22-01-2025,4,81.87
Twitter,Campaign_8,8,user_578,Protein Powder,20-06-2025,2,453.06
Twitter,Campaign_16,3,user_545,Multivitamin,04-03-2025,3,100.34
YouTube,Campaign_9,97,user_3263,Omega-3,04-03-2025,3,156.66
Instagram,Campaign_19,91,user_2143,Protein Powder,19-06-2025,4,414.98
Twitter,Campaign_7,45,user_709,Kids Shake,29-05-2025,2,268.75
Instagram,Campaign_2,96,user_3842,Kids Shake,22-06-2025,1,129.75
YouTube,Campaign_13,69,user_1512,Protein Powder,23-01-2025,1,136.04
YouTube,Campaign_20,72,user_3039,Kids Shake,13-06-2025,4,306.56
Twitter,Campaign_2,80,user_4126,Multivitamin,27-05-2025,3,41
Instagram,Campaign_1,86,user_1252,Omega-3,16-05-2025,2,188.06
Instagram,Campaign_7,86,user_463,Kids Shake,13-04-2025,2,474.47
Instagram,Campaign_17,50,user_522,Multivitamin,02-06-2025,2,181.23
Instagram,Campaign_15,40,user_208,Kids Shake,02-07-2025,2,308.8
Instagram,Campaign_10,94,user_4562,Multivitamin,13-06-2025,5,482.8
Twitter,Campaign_2,45,user_913,Protein Powder,06-04-2025,5,276.45
Twitter,Campaign_20,23,user_1392,Omega-3,16-04-2025,1,88.87
Instagram,Campaign_4,10,user_1915,Protein Powder,13-04-2025,1,290.1
Twitter,Campaign_13,33,user_4645,Protein Powder,23-05-2025,1,290.55
Instagram,Campaign_3,58,user_163,Kids Shake,23-02-2025,4,155.58
Twitter,Campaign_20,1,user_3169,Kids Shake,20-05-2025,4,314.05
Instagram,Campaign_12,10,user_3728,Kids Shake,10-06-2025,4,277.5
Twitter,Campaign_12,77,user_1834,Multivitamin,07-05-2025,2,482.26
Instagram,Campaign_13,50,user_2108,Multivitamin,16-04-2025,1,227.23
Instagram,Campaign_10,65,user_1180,Protein Powder,24-03-2025,4,361.13
Instagram,Campaign_18,10,user_1860,Kids Shake,17-06-2025,3,119.89
YouTube,Campaign_13,4,user_3450,Kids Shake,24-03-2025,4,233.07
Instagram,Campaign_13,31,user_3798,Omega-3,24-04-2025,3,339.38
YouTube,Campaign_5,73,user_4342,Multivitamin,18-05-2025,2,362.04
YouTube,Campaign_19,53,user_1595,Omega-3,23-03-2025,5,433.97
Twitter,Campaign_14,80,user_3071,Omega-3,26-05-2025,4,87.84
YouTube,Campaign_4,21,user_4447,Kids Shake,04-05-2025,5,217.82
Instagram,Campaign_7,91,user_1780,Omega-3,28-02-2025,2,336.63
YouTube,Campaign_17,20,user_3538,Multivitamin,28-03-2025,1,353.11
YouTube,Campaign_13,39,user_4649,Multivitamin,11-05-2025,5,389.24
Instagram,Campaign_13,88,user_4711,Multivitamin,11-06-2025,4,171.92
Twitter,Campaign_8,1,user_1070,Kids Shake,30-04-2025,5,467.85
Instagram,Campaign_20,35,user_4347,Protein Powder,27-01-2025,1,397.74
Twitter,Campaign_3,1,user_176,Protein Powder,06-07-2025,3,429.25
YouTube,Campaign_11,72,user_2923,Multivitamin,11-06-2025,2,167.63
Instagram,Campaign_3,65,user_2974,Omega-3,20-02-2025,4,248.04
Twitter,Campaign_6,5,user_2374,Omega-3,24-06-2025,5,96.71
YouTube,Campaign_5,69,user_1338,Kids Shake,19-06-2025,5,456.91
Twitter,Campaign_14,5,user_1297,Kids Shake,21-01-2025,3,351.18
Twitter,Campaign_8,33,user_929,Multivitamin,28-03-2025,1,382.72
Twitter,Campaign_5,70,user_3121,Kids Shake,13-04-2025,4,101.82
YouTube,Campaign_1,24,user_4802,Omega-3,29-03-2025,5,294.52
Instagram,Campaign_15,9,user_163,Kids Shake,29-01-2025,5,185.04
Instagram,Campaign_11,88,user_697,Omega-3,02-07-2025,2,84.77
YouTube,Campaign_10,74,user_3225,Multivitamin,21-06-2025,2,481.56
Instagram,Campaign_11,99,user_2395,Protein Powder,20-04-2025,5,492.11
Twitter,Campaign_16,67,user_131,Kids Shake,06-06-2025,3,428.6
Instagram,Campaign_7,86,user_4206,Omega-3,08-03-2025,1,255.01
Twitter,Campaign_6,33,user_427,Multivitamin,21-01-2025,3,146.29
Instagram,Campaign_14,60,user_2765,Protein Powder,11-05-2025,4,336.52
Instagram,Campaign_11,47,user_4517,Protein Powder,16-06-2025,5,25.13
Instagram,Campaign_19,50,user_158,Omega-3,13-04-2025,2,454.18
Twitter,Campaign_13,38,user_3182,Protein Powder,23-01-2025,3,354.49
YouTube,Campaign_11,53,user_3005,Kids Shake,06-04-2025,3,83.52
Twitter,Campaign_12,98,user_2143,Multivitamin,16-03-2025,3,148
YouTube,Campaign_15,24,user_695,Omega-3,11-03-2025,1,31.04
Instagram,Campaign_5,86,user_877,Multivitamin,30-06-2025,2,199.23
YouTube,Campaign_5,75,user_4686,Multivitamin,27-06-2025,1,24.63
Instagram,Campaign_1,10,user_2795,Protein Powder,10-06-2025,5,320.54
Twitter,Campaign_15,38,user_2711,Protein Powder,13-02-2025,1,46.96
YouTube,Campaign_5,44,user_1635,Protein Powder,02-06-2025,1,364.76
YouTube,Campaign_3,55,user_32,Kids Shake,25-01-2025,2,120.91
Twitter,Campaign_3,33,user_3170,Omega-3,09-02-2025,5,112.47
Instagram,Campaign_7,99,user_4058,Multivitamin,21-03-2025,3,371.15
YouTube,Campaign_19,52,user_502,Kids Shake,02-06-2025,5,23.03
YouTube,Campaign_6,53,user_1620,Omega-3,13-06-2025,5,296.21
Instagram,Campaign_7,9,user_1016,Protein Powder,01-06-2025,2,427.34
YouTube,Campaign_8,27,user_1331,Kids Shake,07-02-2025,5,162.43
Twitter,Campaign_14,11,user_4151,Omega-3,25-05-2025,4,140.46
Twitter,Campaign_12,19,user_1973,Protein Powder,02-02-2025,3,155.1
Instagram,Campaign_6,30,user_530,Protein Powder,03-07-2025,4,185.23
Twitter,Campaign_2,6,user_3524,Protein Powder,28-01-2025,4,25.76
YouTube,Campaign_3,74,user_2609,Omega-3,22-01-2025,5,345.53
YouTube,Campaign_3,39,user_4663,Omega-3,29-04-2025,4,191.89
Instagram,Campaign_16,30,user_3035,Kids Shake,04-05-2025,4,170.47
YouTube,Campaign_7,72,user_1869,Multivitamin,09-07-2025,3,216.67
Instagram,Campaign_15,92,user_2658,Kids Shake,23-03-2025,4,237.04
Twitter,Campaign_5,98,user_3159,Kids Shake,13-07-2025,2,398.37
YouTube,Campaign_13,93,user_1224,Kids Shake,17-04-2025,1,228.5
Twitter,Campaign_6,3,user_1238,Multivitamin,25-05-2025,1,27.87
Instagram,Campaign_16,94,user_1228,Omega-3,24-04-2025,2,30.41
Instagram,Campaign_13,92,user_1297,Omega-3,01-03-2025,3,129.31
YouTube,Campaign_16,74,user_4972,Kids Shake,31-03-2025,4,474.72
YouTube,Campaign_6,4,user_3993,Protein Powder,20-04-2025,1,52.11
Twitter,Campaign_11,80,user_3906,Omega-3,13-06-2025,2,269.01
YouTube,Campaign_16,46,user_1773,Kids Shake,16-03-2025,1,479.29
Instagram,Campaign_6,31,user_2774,Omega-3,25-01-2025,5,225.92
Instagram,Campaign_4,13,user_4908,Multivitamin,06-03-2025,3,183.73
Instagram,Campaign_12,76,user_1050,Omega-3,25-02-2025,4,50.3
YouTube,Campaign_15,17,user_3032,Kids Shake,17-05-2025,2,473.4
Twitter,Campaign_8,77,user_2561,Kids Shake,09-05-2025,5,183.56
Instagram,Campaign_11,50,user_1593,Multivitamin,28-04-2025,5,486.15
YouTube,Campaign_8,81,user_4857,Multivitamin,17-05-2025,4,290.38
Instagram,Campaign_1,91,user_2568,Protein Powder,12-04-2025,2,319.33
YouTube,Campaign_3,61,user_4336,Kids Shake,23-03-2025,5,452.21
Instagram,Campaign_9,94,user_549,Kids Shake,11-04-2025,2,399.82
Twitter,Campaign_9,38,user_1173,Omega-3,04-07-2025,4,138.36
Twitter,Campaign_1,23,user_2681,Omega-3,11-02-2025,4,289.7
YouTube,Campaign_9,54,user_2622,Kids Shake,30-04-2025,5,443.94
Instagram,Campaign_7,62,user_1542,Protein Powder,05-05-2025,1,373.04
Instagram,Campaign_7,49,user_4289,Omega-3,17-05-2025,4,223.04
